,score,cluster,review
123223,3.0,0,더워죽는줄알았습니다
123226,3.0,0,사람이 너무 많고 복잡해서 좋지 않습니다.
123227,3.0,0,전체적인 분위기는 좋은 곳인데 주차가 좀 불편합니다
123233,3.0,0,"주차가 불편함, 전형적인 브런치 카페"
123235,3.0,0,"주말엔 겁내 사람 많음
주차 엄두 못냄"
123237,3.0,0,"주차 오래 걸리고 여기도 하남 처럼 먹거리 매장만 북적임.
내부 난방으로 차몰고온 사람은 외투 입고 다니면 더움 20171231"
123239,3.0,0,"평범합니다
ㅈ거고 관리가 안 돼서 시키면 없는 메뉴가 많음"
123241,3.0,0,주차장이 넓고 갈비 맛이 무난하다.
123248,3.0,0,"멋지다!
정말 커서 자리가 없을수 없는곳! 근데 음료주문하려면 세상 줄이 백미터 ㅜㅜ
평일 낮에 다시가보고싶은곳"
123257,3.0,0,주말에는 사람이 너무 많아서 그런지 없는 제품들이 좀 있어요
123258,3.0,0,쏘쏘 사람많아요
123261,3.0,0,"주차장에서 백화점 건물 이동이 다소 불편하다.
주차장 건물에서 지하1층,지상1층, 지상6층에서만 백화점과 연결되어있어 아쉽다."
123269,3.0,0,좋음 좁음 예약해야함 아주가끔 감
123280,3.0,0,무난함. 시끄러움
123287,3.0,0,좋은데 주차가 아쉽..
123289,3.0,0,"시간때우기 좋은 장소, 주말엔 사람 북적...."
123291,3.0,0,다소 비싼 감이 있다. 넓어서 회식하기에는 좋다.
123294,3.0,0,"수종사 가는 길에 먹을 걸 그랬나 싶었다. 두물머리로 넘어갈 때 점심시간 끝날무렵 들렀는데 주말이라서 그런지 사람이 엄청 많아 힘들었고, 식사후 이동할 때 차량이 워낙 많아 힘들었다.

콩 고유의 고소한 맛 전혀 없음. 시골두부 맛 아님. 강원도 두부맛 아님. 기대없이 주변에 먹으러 갈 곳 없으면 부담없이 가벼운 콩맛을 생각하며 먹을만한 집."
123297,3.0,0,"출입구별 안내판이 미비함, 트레이더스가 1번홀인데 찾는데 시간이 많이 소비됨. 초행길은 시간을 소비하게 됨"
123298,3.0,0,조금지저분함.
123300,3.0,0,나갈때마다 주차시간오바되서 주차비냄 주차비결제는카드만가능
123311,3.0,0,가게들 문을 너무 빨리닫아요
123313,3.0,0,차 없이는 오기 힘들지만 정말 산속에 있어서 분위기가 좋습니다:)
123314,3.0,0,"맛있음
종업원 불친절
종원업때문에 가기싫은곳"
123318,3.0,0,그닥 살건 없어도 넓기는 광활함
123326,3.0,0,"멋진 야외경관이 있는 카페입니다.
브런치도 판매하고 있으며 식사가능한 메뉴도 있네요.
일층이층으로 되어있습니다.
가격은 비싼편입니다.
11시이전에 방문하셔야 한가하게 즐기실수 있습니다.
편도로 들어가는 길이며 주차공간은 있으나 넉넉하지는 않습니다."
123336,3.0,0,주차가 너무 힘들어요
123337,3.0,0,기냥 넓은 마트입니다
123338,3.0,0,지하 음식점인데 좀 비싸네용
123340,3.0,0,주차 좋고 물건 다양하고 저가형 부터 고가형까지 가격 비교가능.단 직원 친절도는 아직도 하위수준^^
123344,3.0,0,모든음식이 평균이상은함 차없이 가는 것은 힘듬
123350,3.0,0,맛있음 주차는 유료
123354,3.0,0,가격만큼의 퀄리티를 보장합니다. 가족끼리 가기도 무난하고 누구 대접하기도 무난합니다. 다만 주말에는 사람이 많아서 좀 정신 없는건 감안하고 가세요.
123355,3.0,0,저녁 10시까지.
123356,3.0,0,음식이 담백하고 주차장이좋습니다
123361,3.0,0,직원들 불친절 합니다
123364,3.0,0,"주차공간 협소,노후건물"
123366,3.0,0,관광지 겸 어시장
123377,3.0,0,뷰가 참 좋아요. 차 없이 못 가는데 주차도 편하고요. 맛은 각자의 주관적인 평이 맞을 것 같아요.
123378,3.0,0,"뷰는괜찮았지만. 야외에벌레엄청많아서요. 야외테라스세 거미줄도많아서 정리가좀안된느낌이들었네요. 커피종루나샌드위치등은가격이 무난한데비해 기타다른음료는 좀비싸고 , 감자튀김은 완저비쌌어요"
123389,3.0,0,"맛 좋습니다. 양 많습니다. 면빨 쫄깃합니다.

주차 너무불편. 프로방스 민영주차장에 주차하시고 주차장 카페에서 커피마시면 주차요금 혜택받을 수 있음.

매장이 크지않은데 거리두기 콤보로 대기줄이 깁니다.

한번은 가보는것도 괜찮아보입니다. 프로방스쪽 구경하며 겸사겸사 방문이라면 추천."
123392,3.0,0,존나게 사람많고 차댈대도 없을뿐더러 강아지들 존나 많음
123396,3.0,0,관찮은 백화점이나 전반적인 가격이 비싸고 고객이 많아 접근성이 떨어짐
123400,3.0,0,사람 많이 몰리면 주차 나갈때 너무 오래걸림
123401,3.0,0,넓고 좋아요
123415,3.0,0,"지하 회전초밥 스시X비 - 초밥밥이 며칠된것처럼 맛이 이상했슴. 가격은 너무 비쌈. 옛날에는 손님이 많았었는데, 텅텅빈자리에 앉아서 식사했는데, 세상맛없슴"
123425,3.0,0,주말은 인파로 가득참
123426,3.0,0,경치는 매우 훌륭한데 자리가 없어요. 워낙 많이 찾는데 장소는 좁아서요
123430,3.0,0,"별거 없어 겁나 넓음
주차비 무료라 괜찮은 아직까진
트레이더스 있고
뭐 그냥"
123431,3.0,0,"에스켈레이터 찾기가 쉽지않음
만보 걷기는 기본"
123435,3.0,0,사람이 너무 많아 코로 들어간지 입으로 들어간지  정신하나도 없네 맛은 평범해요 그럭저럭쇠주한잔에 곱창...
123437,3.0,0,"비씨카드 할인이 많아요.
입장하실때 참고하세요"
123438,3.0,0,무난한 식당. 넓고 편함
123439,3.0,0,유명한 음식점들이 많다 다른 지점대비 강점
123450,3.0,0,보통의 쪽갈비 오래걸리는 시간
123455,3.0,0,빙수는 맛있으나 주차 협소하고 냉방이 별로임
123458,3.0,0,깔끔 아늑한 카페
123463,3.0,0,주차하기도 힘든 곳.
123464,3.0,0,저녁먹으러 방문. 항상 많은 사람으로 북적이지만 특별한 맛은 잘 모르겠음.
123466,3.0,0,좌석이 부족해요.3층이. 미오픈
123473,3.0,0,많이 넓네요
123475,3.0,0,먹거리 별로에 주차도 힘들어요
123490,3.0,0,줄서서 먹을껀 아닌듯~~
123494,3.0,0,안가봐서 모름
123496,3.0,0,볼거리 다양하지만 식당가는 마이너스
123497,3.0,0,보통 백화점
123498,3.0,0,주차 불편
123501,3.0,0,다른 지점에 비해 다소 정신없는 배치. 백화점이 아니라 뉴코아처럼 느껴짐
123502,3.0,0,처음 한두번은 괜찮은것 같았는데 점점 불친절..인원수만 많이 받으려고 테이블 다닥다닥 배치되어있음..특별한 맛도 없음요...
123514,3.0,0,주차장가는길이 불법주정차로인해 붐빈다.
123517,3.0,0,"주차하러 들어가는데 30분!!ㅠㅠ 힘들다.
교보문고, 푸드코트 이용했다. 사람 많아서 조금 피곤했음."
123518,3.0,0,그냥그래요 솔찬히 포장하는사람많음
123534,3.0,0,전망좋고.. 주말엔 대기 많을수 있음
123535,3.0,0,"Cgv  극장에갔었는데 시설이좋은거같아요
지역에   대형 종합쇼핑몰 이라서  주차도편하고
다양한먹거리 볼거리도많아요ᆢ
주변 교통혼잡때문에 좀 불편하긴해요ᆢ"
123536,3.0,0,공간이 좋고   그냥 적당해요
123545,3.0,0,주차 거지같음 올거면 오픈시간 10시에 맞춰서 가길 권장함
123548,3.0,0,조용히 붐비지않게 식사 가능
123550,3.0,0,넓군
123553,3.0,0,주차가 힘들다. ㅜㅜ
123559,3.0,0,이층으로 되어있어 자리도 넓직하니 괜찮았다
123562,3.0,0,"맛은 평이한데 24시간 한다는 것 때문에  늦은 시간에 방문
음식 밦이 전체적으로 비싸다, 24시간이라 이해는 하지만 그래도 맛에 비해서는  비싸다
늦은 시간에만 이용하는 것으로..."
123566,3.0,0,다른 사람이 결제한다면 비싸게 여유부릴 수 있는 곳.
123575,3.0,0,"주말 마감시간 매장에서 차 나오는데만 30분
출차시스템 문제 많음"
123578,3.0,0,지하 음식점인데 좀 비싸네용
123583,3.0,0,돈을 쓰게 하는 곳이지만 들어가는데 30분씩 걸리고...
123587,3.0,0,"반려견들도 입장 가능한 건 이해하는데..
입마개도 안 한 대형견들이 너무 많네요.
실내에서 개털도 날리고... 별로에요."
123601,3.0,0,"주차장이 많아도  30분이상 대기해서 들어가서 불편했다
신세계백화점이  없어서 아쉽다"
123609,3.0,0,평판많큼 좋지는 않음
123619,3.0,0,"주차공간 여유로움 ㆍ
가성비 좋으나 위생상태는 그닥 ᆢ"
123624,3.0,0,"레이크몰이랑 메가박스가 함께 되어있어서 주차가 넘나복잡해요
물건도 다른지점에 비해 별로없는듯여"
123631,3.0,0,주차 복잡
123635,3.0,0,가격은 좀 있지만 시설이 편리하고 위치가 좋다
123643,3.0,0,사람이 너무 많아
123652,3.0,0,너무사람이 많아요 코로나랑 상관없이 너무사람 많아요
123655,3.0,0,먹거리가 공간에 비해 부족해 보이네요 주말엔 커피숍자리잡기도 힘들구요 지역 아울렛으론 괜찮은편입니다
123666,3.0,0,넓고 좋고 비싸요
123669,3.0,0,사람너무많음
123670,3.0,0,주차 하기가 안좋아
123671,3.0,0,주말에 사람도 차도 너무 많네요...
123674,3.0,0,뭔가 많을거같지만 그리 실속은 없는.
123675,3.0,0,"너무 작품 이 적어서 그런지 쓸쓸한 느낌.
밖에 넓은 호수 인지 바다 인지 모르겠지만,
무료로 개방해주는게 감사"
123677,3.0,0,주차장 없음. 깨끗하고 맛있음
123682,3.0,0,주차 불편. 너무 비싸서...
123683,3.0,0,"맛은.. 어죽을 처음먹어서 그런지.. 그냥 무슨맛인지는 잘.. 걍 뜨끈하구만~ 느낌 사람 많아서 정신 없음
화장실 깨끗함"
123690,3.0,0,"있을거 다있고 없을건 없는 최대의 복합 쇼핑몰, 주차비도 안받으니 금상첨화이긴 하지만 입차지옥, 주차지옥, 출차지옥, 주차장 직원분들 영혼없이 봉만 흔들게 아니라 좀 신경을 써주세요 가뜩이나 여러분들이 차들을 이끌어 만들어놓은 이중주차 때문에 서로 마주치면 회피할 공간도 없는데 안내마저 안해주면 빠져나가지도 못하고 빙글빙글 돌잖아요"
123692,3.0,0,사람이 많음 여느백화점과 같이 주차난
123701,3.0,0,주차하기 편하더군요.
123705,3.0,0,주차가 무료고 볼거리는 많아요
123707,3.0,0,문안함
123708,3.0,0,물건이 다양하지는 않아요
123711,3.0,0,주차가 힘듦
123714,3.0,0,범계 번화가에 위치. 괜찮음
123715,3.0,0,점점 사람이 많아짐
123717,3.0,0,복잡하네요...뭐 아웃백은 다 비슷하지만 너무 정신이 없네요.
123723,3.0,0,솔직히 밥량이 너무많다 맛있긴하다
123728,3.0,0,복잡함
123733,3.0,0,주차가 편하고 사람들이 친절하지 않은 일반 도매시장
123734,3.0,0,"주차장마니협소.  생각보다 정원?에 날벌레많고 음식은 괜찮아요.
사람들이생각보다많았어요~"
123735,3.0,0,넓고 브랜드가 다양함. 특히 지하 식당가가 매우 좋음. 단 가격이 주변에 비해 다소 높음.
123740,3.0,0,주차하기 힘들어요
123741,3.0,0,넓고 쾌적함
123745,3.0,0,가까우니까...ㅎㅎ
123748,3.0,0,주차가 불편한것을 빼고는 맛도 가격도 괘춘하네요
123751,3.0,0,주차장이 불편해요
123753,3.0,0,"너무 잘 해놨는데, 사람들이 너무 많아요."
123754,3.0,0,다 좋은데 강아지들이 너무 많네요.
123756,3.0,0,너무 복잡해요
123770,3.0,0,가끔가기엔 멀다요
123771,3.0,0,가격싸고 넓고 편하다
123772,3.0,0,열심히 하지만  아직어설픈  포스. 주차관리 .응대. 젊어서그런가?
123777,3.0,0,넓다. 먹거리 볼거리 많음. 주말은 피하심이.
123782,3.0,0,주차가 비싸다. 영화보는데 무료시간을 두시간만 주다니....
123795,3.0,0,복잡하다
123801,3.0,0,"작고 조용한 쇼핑몰.
가격도 나쁘지 않았어여"
123805,3.0,0,주차가 역쉬 힘든곳 다른건 좋지만~
123808,3.0,0,별거없네..
123810,3.0,0,주말 주차는 지옥임
123815,3.0,0,개들이 너무많음
123817,3.0,0,다 좋은데 교통이 불편해서 자주가기 좀 어렵다
123824,3.0,0,사람많다.. 당혹.
123827,3.0,0,딱히 살건없지만 넓어서 좋네요
123830,3.0,0,"많이 알려진 부대찌게 음식점 입니다
다른음식점과 특별히 다른점은 없는것 같음
주차도 조금 불편합니다
친철또한 그냥 그렇습니다
기대치가 높아 그런걸까요???"
123839,3.0,0,"넓고  다양한 매장, 하지만  이동이 번거로움.....10,20대 취향"
123842,3.0,0,티브에 나왔다고 사람 겁나게 많습니다. 나는 빵을 별로 좋아하지 않아서...  새끼줄빵 별로던데  사람들은 좋아하는것 같아요. 계산하는데 30분 기다려야하고 시끄럽고...
123848,3.0,0,넓은 매장 편리한 주차
123851,3.0,0,백화점은 좋은데 주차가..힘들긴합디다~
123852,3.0,0,너무 크다.
123853,3.0,0,주차가 좀
123858,3.0,0,"한번 정도는 가볼만한 쇼핑가입니다. 식당, 디저트 등도 가격대는 좀 비싼 편"
123864,3.0,0,"메뉴는 맛있어요..
근데 늦게 가서인지 직원틀의 못마땅한 표정이 느껴져요 ..."
123868,3.0,0,그냥 백화점
123872,3.0,0,헤이리라는 장소의 특성 때문에 실내장식은 좋습니다. 근데 주변에 비슷한 카페들이 많아서 특별한건 잘 모르겠습니다. 평일 낮 시간이어서 거의 커피 손님이 많더군요.
123878,3.0,0,직원들이 친절해요 가끔씩 양락아저씨도..ㅎ
123882,3.0,0,사람에  대비해  자리가협소해   조금불편하였읍니다
123885,3.0,0,자리가 너무 부족해요
123895,3.0,0,너무붐빔 주차어려움
123899,3.0,0,"일반적인 대형 마트다
주차시설 좋으나 위치적 진입로가 주도로길이 아니라 다소불편하다"
123902,3.0,0,사람만 보이네 ~~~
123904,3.0,0,넓고 쾌적하지만 아직 실내공기가 나쁨
123912,3.0,0,2층은 너무 씨끄러워요.
123918,3.0,0,사람많고 정신없음.
123920,3.0,0,좋기는한데 복잡해요.
123921,3.0,0,넓어서 쇼핑이 편하다
123925,3.0,0,쾌적합니다.
123926,3.0,0,엄청 큰데 밥먹을 곳은 많이 없고
123928,3.0,0,주차가 좀 혼잡하지만 편하게 외식하러 가고 싶을 때
123929,3.0,0,면세점 분위기. 비싼 음식
123937,3.0,0,"장사가 잘되는 집이라
돼지갈비만 맛이 잇고
손님이 많아 서빙이 약한편임"
123945,3.0,0,시장통
123956,3.0,0,깔끔하고 쾌적함
123958,3.0,0,"맛있어요
여직원불친절
고객님 ~  하는데 가식같음"
123960,3.0,0,2층 식당 빼곤 별로다
123961,3.0,0,주변 도로가 많이 혼잡하지만 롯데 아웃렛과 연결돼있어서 좋네요
123962,3.0,0,Cgv영화관 주창장 알아보기
123968,3.0,0,좋아요. 그런데 사람들이 너무 많아요.
123973,3.0,0,사람 되게 많네요
123976,3.0,0,주차장 넓어서 좋아요
123989,3.0,0,방문안함
123999,3.0,0,주차요원친절bb 시설은 복잡
124000,3.0,0,깔끔 주차장편하고 먹을것 많네요
124012,3.0,0,유명한곳
124021,3.0,0,동물들도 많고 사람도 많고...
124022,3.0,0,깔끔하고 좋았어요.. 주차가 좀 힘들어요
124026,3.0,0,넓고 시원한 매장
124027,3.0,0,동내사람이라서..자주봐서 그런지 별 감흥없음.
124034,3.0,0,"저녁 6시쯤 갔더니 주차장 공간많고
차도 안막혔다.
주차요원들의 안내가 부족해서 거꾸로
들어가게되어 나오는 차를 피해 잠깐
옆 에 세웠더니  주차요원 달려오더니
다짜고짜 차 빼세욧!  무슨 교통단속원
같은말투다.  사람많아서 짜증나는건
이해하지만 진짜 불친절하고 기분나빴다
딸아이가 상품권이 있어서 스파 브랜드에서
구매하고 출력되는 영수증을 보고
있는데 종업원이  ""이리주세요""하면서
영수증을 낚아챈다.
참 어이가 없었다.
보통의 백화점에서라면 절대 있을수
없는일이었다.
갑질 이라고들 하지만 기본적인 종업원들의
교육도 필요하다.
식당가는 너무 시끄러웠고.  대부분
재료 소진이라며 일부 음식만 팔고
있었고  메뉴도 다양하지 않다.
우린 하남살기에 좋아했는데 기대에 못미쳐서
실망이다."
124036,3.0,0,크긴 크더라
124037,3.0,0,평일에도 사람 바글바글
124038,3.0,0,"내부 시설은 별 5개, 각종 편의 시설이 많고 지은지 얼마 되지 않아 관리가 잘 되어 깨끗함. 하지만 입점 상점들의 가격이 꽤 비싸 굳이 여기서 쇼핑할 필요를 못 느낌. 음식점은 최악 별 2개, 맛은 보통, 가격은 비싸고 양은 적고... 주차시설은 잘 되어 있지만 들어오기까지가 문제임. 주말의 경우 주변 거주자들까지 합쳐져서 근처 교통난 엄청남. 보통 1시간 기본. 날씨 안 좋은 평일 아이와 실내 에서 보낼만한 공간을 찾는 경우 괜찮음."
124039,3.0,0,"음 약간 어중간함.
장소에 비해 활기가 덜 느껴지고
활기에 비해 가격단가는 높은 편임."
124040,3.0,0,주차가 어려워요.
124045,3.0,0,매장이 넘 커서 쇼핑후 주차장가는데 오래 걸렸어요.
124050,3.0,0,"맛은 좋은데 바쁘면 너무 오래 기다리게 되네요
가서 30분동안 그냥 있었네요"
124052,3.0,0,"빵맛은 보통이상.난방잘되어있어요.커피는 진하고 기름기가 많은편..원두종류는 한가지인듯해요. 맛 선택불가합니다.조금 시끄러운편이에요.막막 신세계맛은 아니고 빵종류가 많아 골라먹는재미,다른빵 맛보려 재방문했어요.입소문으로 더 알려진것같아요.저는 집에서 5분도안되는거리라 가까워서 이용합니다.빵값은 조금 비싼편입니다.요즘 빵집도카페도많습니다.한번쯤 와볼만합니다."
124055,3.0,0,가는길과 주차가 너무 헬이었다. 분위기는 굿
124062,3.0,0,여긴 365일 직원들이 매일 좋은곳 주차자리 다 맡아놔서 막상 손님들은 매우 먼곳들에 대야함
124063,3.0,0,시끌시끌
124074,3.0,0,너무 추움
124076,3.0,0,어버이날겸 간건데 사람 너무많고 정신없고 깨끗하다는 느낌은 없었어요. 또 알바생이 젊어서 친절과는 거리가 멀더라구요.그러나 음식은 정말 맛있더라구요
124085,3.0,0,그냥 편하게 차한잔 하세요
124086,3.0,0,"주차가 정말 힘듬.... 그만큼 가는 사람도 많다는 뜻...
그냥 구경만 다녀도 재미있음 3층에 있는 장난감코너는 애들 데리고 가면 행복함 ㅎㅎㅎ"
124093,3.0,0,지하에 있는 푸드코트는 비싸고 딱히 맛있는 것도 별로 없는데 늘 사람이 북적여서 돗데기 시장이 따로 없을 지경.
124102,3.0,0,개판입니다.
124110,3.0,0,종류는많다... 그러나사람많을땐 앉을곳없다...
124117,3.0,0,편의성 좋아요. 실내공기는 너무 안좋아요!애들 조심하세요.
124122,3.0,0,주차공간이 협소 하고 가격이 비쌈
124124,3.0,0,가성비 좋은 음식과 편리한주차 그러나 자리가 넘 붙어있어 코로나...신경쓰인다
124125,3.0,0,주차장 진입부터 내부 이동이 너무 번잡함.
124127,3.0,0,사람 너무 많아요
124133,3.0,0,커요
124134,3.0,0,"해산물 볼거리가 많지만 나에겐 너무 낯선곳
호객행위 무셔"
124143,3.0,0,주차가 주말은 힘들어요
124145,3.0,0,왜 유명한지 모르겠음
124151,3.0,0,싸고 먹을만한데 장소가 좁아서 불편하고 직원이 불친절한게 조금 안좋았음
124160,3.0,0,번잡스러움...
124171,3.0,0,어지러움
124172,3.0,0,주차 무료. 규모 우수. 하지만 쇼핑 환경은?
124173,3.0,0,"역시 백화점 이라 좋네~
사람은 많이 읍네여~"
124179,3.0,0,사람반 개반
124182,3.0,0,괜챦은 매장들이 많아요. 주차시설도 괜챦아요.
124187,3.0,0,크고 그냥그랫다
124190,3.0,0,복잡해요
124192,3.0,0,"깔끔한 카페는 아님.
대신 볼거리가 풍부한 카페. 차없으면 오기 힘듬"
124196,3.0,0,주차할곳은 없구요~~^^코로나인데 카페거리는 사람이많네요~^^
124209,3.0,0,격식을 갖춰야 하는 자리엔 괜찮지만 가격은 나오는 음식에 비해 다소 비쌈
124214,3.0,0,편의시설이 많다
124216,3.0,0,음식도좋고뷰도좋지만너무시끄럽다
124217,3.0,0,좋아요 주차장언제나 혼잡한걸빼면
124221,3.0,0,"사람이 너무많아서 코로나19방역에 문제가 있는것
같다.대체로 친절힌ㅁ"
124224,3.0,0,"음식은 대체로 맛있었어요
사람 많아서 그런지 친절함을 기대하기는 어렵더라고요
과천음식점들이 대체로 그래요"
124225,3.0,0,"맛은 괜찮음 수제비 맛남
사장이 직원들을 너무 갈굼 듣기 불편할 정도로
식사할 때는 제발 조용히 했으면"
124226,3.0,0,주차비 싸고 1시간 반에 3000원? 구경거리 있지만 많이 사라짐 코로나ㅜㅠ
124228,3.0,0,주차문제 해결 좀  해주세요.
124230,3.0,0,코로나 핫스팟
124234,3.0,0,휴일엔 복잡
124239,3.0,0,볼거리가 많진 않아요
124240,3.0,0,"맛있는 디저트 카페,
다만 주차 불편, 다소 비싼 가격"
124249,3.0,0,고급진 화장실
124258,3.0,0,주차가 힘들어요
124262,3.0,0,반려견동반 공간이  넓지  않아요
124265,3.0,0,너무 시끄럽고 간혹 주문서비스가 불친절한 직원이 있어서
124268,3.0,0,사람 붐빔
124269,3.0,0,"최근 지어 모든 게 세련됐지만 주차가 편하진 않고, 식당가 음식은 맛없기 그지 없음"
124272,3.0,0,맛있음 그러나 불친절 장사가 잘되요 그래서 그런듯
124276,3.0,0,"맛은 있었으나 홀에서 서빙 하는 직원들이 너무 불친절 합니다. 직원드의 서비스 교육이  많이
필요 하겠어요."
124279,3.0,0,주차비 비싸염
124280,3.0,0,나오는데   25분걸림
124281,3.0,0,크기민 크지 별 실속이없더라
124282,3.0,0,넓어서 좋아요
124283,3.0,0,다른 백화점에 비해 비교적 주차용이. 하지만 유아휴게실이 부족
124288,3.0,0,매우 좋은 백화점. 그러나 주차가 꽝
124289,3.0,0,사람 많고 복잡하고.너무 뭐가  많아서 찾기가 힘들어요.내부 정보는 좀 아시고 방문하시는데 좋을듯
124297,3.0,0,직원분들 다 친절함에 좋았으나 주말이라 그런지 빈음식 통이 많았던게 아쉽긴 했으나 어쩔수 없지용
124298,3.0,0,최신식 복합쇼핑몰. 주차장 진입에 너무 시간 걸림
124300,3.0,0,기대가 너무 컷어요
124301,3.0,0,붐빔
124302,3.0,0,넓고 깨끗해서 쾌적해요
124306,3.0,0,변두라에 위차. 차없이 못감. 별로임.
124307,3.0,0,주차장 진입부터 내부 이동이 너무 번잡함.
124314,3.0,0,존나게 사람많고 차댈대도 없을뿐더러 강아지들 존나 많음
124317,3.0,0,"전쟁통이 따로 없구 오토바이 구루마 로인한 인사사고 많이 날듯 애기들 데리고 가는거 비추
가격 생각보단 비쌈"
124321,3.0,0,멋진곳 단 차 너무밀림 돈쓰기 좋음
124322,3.0,0,새로 생겨서 깨끗하고 좋아요. 그런데 주차비가 비싸네요
124323,3.0,0,근처에 살지만 별로 볼게없어요.
124326,3.0,0,여긴 코로나도 없나 줄서서 밥먹네
124328,3.0,0,손님 응대가 조금 부족합니다
124331,3.0,0,아줌마는 뭔가 짜증이난사람 같음 맛은 있음
124333,3.0,0,사람이 너무 많고 줄이 길다. 칼국수 9000원인데 눈치보여서 여유롭게 먹기도 힘들다. 저렴한것 먹어도 여유롭게 먹고싶음. 맛은 나쁘지 않음.
124336,3.0,0,"붐빔, 옆에 기안84 건물 구경하고 가는게 이득"
124344,3.0,0,"주차하러 들어가는데 30분!!ㅠㅠ 힘들다.
교보문고, 푸드코트 이용했다. 사람 많아서 조금 피곤했음."
124348,3.0,0,평판많큼 좋지는 않음
124358,3.0,0,주말에는 교통이 너무 복잡하고 주차하기 힘들다.
124366,3.0,0,통로가 좁아서 좀 번잡해요.
124372,3.0,0,좋으나 요즘시즌에도 사람많아서 무섭네요
124373,3.0,0,넓고 구경할거 많습니다
124375,3.0,0,평일 저녁에 방문했는데 직원 응대는 친절했으나 손님이 적어서인지 직원 수가 부족하다는 인상을 받았습니다. 음식은 예전에 비해 다소 부실해진 면도 없진 않으나 무난한 수준이었습니다.
124376,3.0,0,주말에 사람들이 너무 많음
124377,3.0,0,평범 넓다
124380,3.0,0,횟집들 사이에 너무 특색이 없어서 그냥 지나치기 쉬운곳이에요 1~2층 가짜 벗꽃나무로 인테리어 해놯는데 전망도 괜찮았어요 커피값이 좀 비싼듯하고 2층은 라이브를 하는지 좀 산만하 보였어요
124392,3.0,0,사람이없어썰렁했습니다
124399,3.0,0,"평일 저녁이라 그런지 주차 공간도 많고 생각보단 여유러운 모습이였음. 30분은 무료주차여서 생각했던 물품이 없으면 무료이며 출차시 사전출차 할수 있도록 모니터에 차량 번호만 입력 하면됨
나갈땐 따로 직원이 있진 않음"
124400,3.0,0,깨끗하고..  단체로 오기 좋습니다
124401,3.0,0,"생각보다 규모가 작다는 생각들었음.
다양한 물건도 적었던듯함. 영등포 타임스퀘어에 비하면."
124402,3.0,0,그냥 빵집인데 사람만 많음~^
124406,3.0,0,개끌고 다니는 비매너 보행이 많습니다
124408,3.0,0,맛은 좋지만 주차시설이 영...
124409,3.0,0,"역시 전통있는 중국집이네요.
점심식사 전 시간인데도 좌석이 꽉찼어요"
124410,3.0,0,잘찿아가시요 바가지씁니다
124416,3.0,0,뷰 맛집. 차들은 마실 만 하지만 커피류는 비추
124418,3.0,0,초밥이 작고 많이는 못먹어요
124422,3.0,0,평범한 백화점
124424,3.0,0,점포가 적은듯
124429,3.0,0,넓어요 먹는건별루없고 비싸요
124441,3.0,0,"주말엔 전쟁입니다 엘리베이터도 전쟁~사람들에 치여 전쟁~정신없어 전쟁~
그래도 뭐 이 안에 다 있으니 좋긴하네요~
평일에 오는게 훨씬 좋은 것 같아요~"
124445,3.0,0,"글쎄 반려 동물도 동반 가능하고, 넓고, 볼 것, 먹을 것 많지만 주차 1시간 넘게 걸리는 게 다음번을 기대할 수 없게 만듬. 주차 요원 좀 두고 차 나가면 순서대로 안내해 주면 좋겠음. 주차가 그냥 요행임."
124448,3.0,0,흠..
124449,3.0,0,"주말에 많이 붐빕니다.
같은 스타필드인 스타필드 고양과 비교했을때 주차장이 더욱 많이 혼잡하며, 주차요원이 많지않아 대기줄이 정리되지않고 진입 후 주차에 많은시간이 소요됩니다."
124450,3.0,0,평일이라 사람도 없고 점포들도 많이 닫아서 구경할게 별로 없어요ㅜㅜ 공사중인 곳이 많아서 더 그런것 같아요.
124455,3.0,0,으리으리하네요.처음가서 해맸어요. 저녁이라 주차장들어가는 길도 찿기 힘들엇고요
124457,3.0,0,주말이나 공휴일에는 사람이 너무 많아서 식사를 할수가 없음
124459,3.0,0,이쁜 쇼핑몰! 밤에 더 이쁜!주차타워시설 좋으나 차량간격 매우좁음!
124464,3.0,0,보통 중국집 수준의 음식점입니다. 음료가 무료라는 장점과 주차가 시원점은 장점이나 음식에서의 장점은 별로 없는듯합니다.다만 친절하고 깔끔한점은 마음에 듭니다
124467,3.0,0,백화점은 넓직하고 좋은데 지하1층 푸드코드 음식값과 음식점층의 음식값이 비싼편이고 무엇보다 주차하기 번거로움. 특히 주말엔.
124469,3.0,0,쇼핑하긴 괜찮지만 아무리 많이사도 3시간밖에 무료주차가 안됐나? 그랬기 때문에 주차비를 낼 생각을 하고 가야된다.
124471,3.0,0,음식주문은 여러차례 반복해도 함흥차사 음료는나가기 직전에 주고 테이크아웃컵은 있지도 않아 억지로 후다닥 마셨어야 했음.  번잡고 서비스 나쁘고..말은 상냥한데 행동이 불친절 두번다시 가고 싶지는 않음
124476,3.0,0,주변 IT업계 직딩들이 박봉인가?
124477,3.0,0,와. 어리둥절
124478,3.0,0,빵값이 싸진 않음 사람이 짱많고 주차는 공터에 해야할 경우가 많음
124482,3.0,0,"옆테이블손님이
너무시끄럽다!
방법이없을까?"
124484,3.0,0,뭔가 많은데 딱히 뭐가 좋은지 모르겠음
124485,3.0,0,샤넬은 불친절함
124487,3.0,0,쇼핑몰에 반려견 데리고 오는 사람 너무많음.
124488,3.0,0,너무 장어가 싱싱하고 넓고 인테리어도 멋져요~
